Seller Name,House Location,Bedrooms,Bathrooms,Garage,pool encoder,garden encoder,Log_Price,Normalized_area
Mr. Brian Nelson V,Palakkad,3.0,2.0,0.0,0,0,12.570798255715145,0.186642881034675
Alicia Shelton,Ernakulam,5.0,2.5510835913312695,1.459320288362513,0,0,12.926079965943895,0.6415876909354443
Kayla Jackson,Palakkad,2.0,4.0,2.0,1,1,12.765861418502823,0.35524584680566396
Katelyn Montoya,Kollam,3.0,2.0,2.0,1,1,13.216896764674347,0.9621139480432602
David Knapp,Trivandrum,3.0300518134715024,3.0,3.0,0,0,12.77078724099672,0.6424573531051401
Dana Chambers,Trivandrum,2.0,1.0,0.0,0,1,12.965707742795884,0.7442524250195117
Vicki Thompson,Ernakulam,2.0,4.0,1.0,0,0,13.057305425385893,0.9720147173597949
Ashley Banks,Palakkad,1.0,2.0,2.0,0,1,12.438266281012918,0.24464265804437504
Jennifer Figueroa,Trivandrum,3.0300518134715024,1.0,3.0,1,1,13.055267455570176,0.8590032333593489
Christopher Robbins,Trivandrum,5.0,4.0,2.0,0,0,12.882987720388394,0.43224439736871456
Matthew Martinez,Kollam,3.0,1.0,1.0,0,1,12.610363230823047,0.38158100122644667
Christopher Walker,Palakkad,3.0,4.0,0.0,1,1,12.434943683434001,0.003233359348868328
Samantha Love,Thrissur,4.0,3.0,1.0,1,0,12.58593778619269,0.07983052737205934
Amanda Thomas,Trivandrum,2.0,3.0,1.0,0,1,12.319942211320667,0.19723492028096776
Crystal Snow,Thrissur,5.0,3.0,2.0,1,0,13.166440816011646,0.6509978815921508
Lisa Ayers,Kollam,1.0,2.0,3.0,0,1,12.983788843780287,0.8445311628944142
Joseph Mason,Palakkad,1.0,2.0,3.0,1,1,12.72745504988488,0.6419890734753039
Sarah Tyler,Trivandrum,4.0,1.0,0.0,0,0,12.65819561431762,0.26778905117627383
Dawn Sanchez,Trivandrum,3.0,1.0,2.0,0,0,13.096411193887448,0.973977031999108
Lisa Wright,Kollam,5.0,2.5510835913312695,2.0,1,1,13.152694948943916,0.5301817370944365
Rhonda Aguilar,Trivandrum,2.0,3.0,0.0,1,0,12.327283532718102,0.06393131898762403
Lauren Cox,Kollam,4.0,1.0,1.0,1,1,12.58049287640079,0.3417103356004014
David Jimenez,Thrissur,2.0,2.0,1.0,0,1,12.653351416293173,0.4720258668747911
William Romero,Ernakulam,2.0,4.0,2.0,1,1,13.071548389662546,0.814717359794849
Richard Atkins DVM,Ernakulam,3.0,3.0,3.0,0,0,12.602096457871491,0.29630951053629173
Christine Yates,Trivandrum,5.0,4.0,2.0,0,0,12.76650190250992,0.34157654142044824
Colleen Perez,Thrissur,1.0,3.0,2.0,0,0,12.84129223121215,0.6757721039134799
Jesse Smith,Kollam,4.0,1.0,1.0,0,0,12.378031528135798,0.3074367265023972
Scott Ramirez,Kollam,1.0,3.0,1.459320288362513,1,0,12.677330363078346,0.37886051956739886
Alexander Jimenez,Palakkad,5.0,2.0,0.0,0,0,12.534841897337603,0.23641431597725496
Joseph Gonzales,Trivandrum,3.0,1.0,3.0,1,0,13.05801410769091,0.7577656371947821
Caleb Bond,Kollam,4.0,1.0,1.0,0,1,12.283891836868586,0.18592931207492477
Carlos Sparks,Ernakulam,2.0,1.0,1.0,1,0,12.927953603626337,0.7554911361355783
John Thompson,Kollam,2.0,1.0,1.0,1,0,13.170654331274745,0.9497825844575761
Bryan Bates,Palakkad,5.0,2.0,1.0,1,1,12.979731108580712,0.5986843572304607
Jason Armstrong DDS,Ernakulam,5.0,2.0,3.0,1,0,12.753848156073769,0.49117894420975405
Tammy Griffin,Ernakulam,1.0,4.0,3.0,1,0,13.261071982605923,0.9748020961088194
Gregory Meadows,Trivandrum,3.0,3.0,1.0,0,0,12.875515484998559,0.6235923737317427
Monique Mueller,Palakkad,2.0,3.0,2.0,1,1,13.223631717521346,0.9347976363028209
Teresa Mason,Palakkad,4.0,1.0,0.0,1,0,12.813509393414442,0.385394135355112
Kenneth Hogan,Thrissur,1.0,3.0,1.0,0,1,12.487563932050103,0.17727728843795296
Allen Turner,Trivandrum,2.0,2.0,0.0,0,1,12.810014744689479,0.6528264020515109
Joy Williams,Kollam,1.0,1.0,0.0,1,0,12.345471565498933,0.23126324004905782
Troy Simmons,Trivandrum,3.0,3.0,0.0,1,0,12.851189806687435,0.417348645333928
Deanna Reilly,Palakkad,3.0,4.0,1.0,1,0,12.737647213399203,0.34670531831865314
Dorothy Brown,Thrissur,5.0,4.0,2.0,1,0,13.259440449172681,0.8828185973910135
Tammy Ross,Ernakulam,3.0300518134715024,4.0,3.0,1,1,13.172553951018749,0.7902553238934107
Laura Morales,Kollam,3.0,2.0,1.459320288362513,1,1,12.842239258199347,0.6241944475415321
Patrick Ellis MD,Thrissur,3.0,3.0,1.459320288362513,1,0,12.496257383699966,0.07592819712342513
Walter Knapp,Palakkad,3.0,1.0,1.0,1,0,12.401000861746581,0.11263240049057865
Bradley Kane,Palakkad,1.0,2.0,2.0,0,1,12.146961396736888,0.1200802765079719
Antonio Hawkins,Kollam,3.0,3.0,3.0,0,1,13.087261305392397,0.8299029992195341
Michael Collins DDS,Palakkad,1.0,1.0,3.0,1,0,12.960266429448053,0.832645779908574
Carrie Silva,Thrissur,5.0,4.0,1.0,0,0,12.743404611693522,0.3525922622365928
Timothy Turner,Thrissur,2.0,2.0,3.0,1,0,13.154702021041942,0.49117894420975405
Sean Odom,Thrissur,1.0,3.0,3.0,1,1,13.10810882225373,0.783565614895752
Eric Reyes,Trivandrum,3.0300518134715024,1.0,2.0,1,1,12.642338761369354,0.09193890065782137
Matthew Williams,Trivandrum,3.0300518134715024,3.0,3.0,1,0,12.676354079934482,0.10926524696175718
Christine Hicks,Kollam,1.0,1.0,2.0,0,1,12.125778114485128,0.2022076039692274
Benjamin Matthews,Kollam,5.0,2.5510835913312695,2.0,1,1,12.680322278978293,0.2927862637975248
Mrs. Dawn King,Palakkad,4.0,3.0,2.0,1,0,13.034634856055415,0.5262794068458023
Dustin Bird,Thrissur,4.0,1.0,1.0,1,1,12.623870952775478,0.17736648455792173
Dr. Hannah Lewis,Palakkad,4.0,2.0,3.0,0,0,13.050098917245373,0.8609878470286544
Benjamin Carter,Kollam,1.0,4.0,3.0,0,0,12.584847037835289,0.44080722488571755
Tanya Porter,Palakkad,4.0,4.0,2.0,1,1,13.038946854812325,0.6054186642881035
Dawn Key,Kollam,2.0,2.0,3.0,0,1,12.933366679343575,0.6305273720593155
Raymond Smith,Palakkad,3.0,2.5510835913312695,1.0,0,1,12.258835953917513,0.05182294570186197
Robert Walter,Kollam,1.0,4.0,1.0,1,1,12.964692090840906,0.7548221652358124
Benjamin Buchanan,Palakkad,2.0,1.0,0.0,0,1,12.530582437998135,0.3176942802988071
Jessica Fields,Palakkad,5.0,4.0,1.0,1,0,12.916110275934333,0.34701750473854387
Jeremiah Cuevas,Ernakulam,3.0,1.0,2.0,1,0,12.711831555151056,0.4103021518563943
Kathleen Gonzales,Ernakulam,4.0,4.0,0.0,1,1,12.787734704374982,0.19904114171033563
Leslie Anderson,Kollam,5.0,3.0,0.0,0,1,13.038933723832892,0.49117894420975405
Johnny Garner,Thrissur,5.0,3.0,3.0,0,0,12.582141932447994,0.0703534396253763
Steven Stokes,Ernakulam,3.0,4.0,1.0,0,0,12.908096511485285,0.7296911584346082
Melissa Cruz,Ernakulam,2.0,1.0,2.0,0,0,12.892939974030394,0.8599620916490133
Scott Fox,Palakkad,3.0,1.0,1.0,1,0,12.368590735027595,0.2057531497379864
Sabrina Hoover,Palakkad,1.0,2.0,0.0,0,1,12.704472447542157,0.6036793399487123
Timothy Anderson,Palakkad,4.0,1.0,1.0,0,0,12.237191977085038,0.1278403389452559
Michelle Escobar,Kollam,3.0300518134715024,3.0,1.0,0,1,12.829577334480247,0.7146616122198686
Mrs. Joanne Garza DVM,Kollam,3.0,1.0,1.0,1,1,12.342804785294035,0.02885494480990075
Elizabeth Moreno,Palakkad,1.0,2.5510835913312695,1.0,0,0,12.443159771797788,0.36483442970230795
Abigail Massey,Kollam,1.0,1.0,1.0,1,1,12.126413989099516,0.002854275839000997
Mrs. Carolyn Dean MD,Palakkad,1.0,2.5510835913312695,1.459320288362513,1,1,12.552097290845447,0.19516111049169357
Elizabeth Harris,Ernakulam,1.0,4.0,2.0,0,1,12.738496636227554,0.35161110491693615
Dr. Kathleen Galvan MD,Kollam,3.0,3.0,2.0,0,1,12.573938823350673,0.2563273497602855
Haley Clark,Ernakulam,5.0,1.0,2.0,0,0,12.331694212803457,0.16916044152079387
Heidi Simmons,Ernakulam,1.0,4.0,1.0,1,1,12.528440705657252,0.0865425353997101
William Anderson,Trivandrum,5.0,1.0,2.0,1,0,12.995388137594095,0.45985059649905224
Stephen Munoz,Palakkad,2.0,4.0,3.0,0,0,12.360342832501884,0.04317092206489018
Brandon Holt,Kollam,3.0,1.0,0.0,1,0,12.829577334480247,0.05893633626937228
Cynthia Romero,Ernakulam,2.0,3.0,2.0,1,0,12.829577334480247,0.49117894420975405
Veronica Taylor,Trivandrum,3.0,4.0,2.0,1,1,12.771684364746049,0.24635968335377414
Dr. Timothy Ramirez,Kollam,5.0,2.0,3.0,1,0,12.799928715384759,0.24254654922510868
Melody Hancock,Thrissur,2.0,2.0,1.0,0,0,12.940890396468019,0.7882038131341287
Christina Mullins,Ernakulam,4.0,1.0,0.0,0,1,12.339289563712791,0.1492920057977478
Ashlee Clark,Trivandrum,2.0,2.0,0.0,1,0,12.37917155414569,0.006065336157877119
William Adams,Thrissur,2.0,4.0,2.0,0,1,13.134010090369578,0.9283086185750921
Karen Lyons,Palakkad,3.0,4.0,0.0,0,1,12.964225331923362,0.5845021741554244
Sara Jones,Palakkad,3.0300518134715024,1.0,1.459320288362513,1,1,12.883325350510667,0.36131118296354114
Lisa Rodriguez,Ernakulam,2.0,1.0,0.0,1,1,13.169345927871674,0.9782361467276174
Allen Wiley,Trivandrum,1.0,3.0,2.0,1,0,13.167555323363143,0.9545768759058982
Melissa Ward,Trivandrum,3.0300518134715024,2.5510835913312695,2.0,0,1,12.450711978181232,0.09782584457576096
Richard Nichols,Ernakulam,2.0,1.0,0.0,0,0,12.685942969705948,0.5167131229791504
Larry Bradley,Palakkad,3.0,4.0,2.0,1,1,13.2627171272356,0.49117894420975405
Jason Gonzalez,Trivandrum,1.0,4.0,0.0,1,1,13.006168380147232,0.5576318430148289
Steven Davis,Thrissur,1.0,3.0,3.0,0,1,12.407130247952354,0.14434162113948043
Sarah Brown,Thrissur,4.0,1.0,0.0,0,0,12.311820796047899,0.0
Danielle Williams,Palakkad,5.0,1.0,1.459320288362513,0,1,12.634380591409014,0.38068904002675885
Andrew Estrada,Palakkad,2.0,1.0,2.0,1,0,13.092810789743474,0.8234808785817819
Chelsea Hurley,Trivandrum,1.0,2.0,3.0,0,0,13.04589455910666,0.9913256773330362
Michelle Davis,Trivandrum,5.0,2.5510835913312695,0.0,1,1,12.688111713695411,0.36131118296354114
Brent Weaver,Thrissur,1.0,1.0,2.0,0,0,12.442382183612894,0.3792619021072583
Susan Garner,Thrissur,4.0,1.0,1.0,0,0,13.055959458827623,0.8229680008919613
Anna Butler,Trivandrum,3.0,4.0,3.0,0,1,12.59460964495207,0.24604749693388342
Robert Smith,Palakkad,5.0,4.0,1.0,1,1,13.24582676482733,0.6758167019734642
Samantha Steele,Palakkad,4.0,3.0,3.0,0,0,13.033295392500227,0.6324450886386443
Christian Bailey,Trivandrum,3.0,3.0,0.0,1,0,12.475745330619525,0.20278737874902444
Judy Holland,Ernakulam,5.0,2.0,2.0,0,1,13.066781447319425,0.6613669305385216
Heather Russell,Thrissur,3.0,3.0,2.0,0,1,12.971829562162757,0.6759727951834096
David Gutierrez,Trivandrum,5.0,1.0,0.0,1,1,12.633057826848248,0.2076708663173152
Jill Parks DDS,Thrissur,1.0,3.0,0.0,1,1,12.684804355272465,0.40008919611996885
David Bates,Palakkad,1.0,2.0,1.0,1,1,12.824278368222124,0.5960753707213737
John Russell,Kollam,5.0,4.0,3.0,1,1,13.276585860367966,0.9513881146170141
Mark Martinez,Kollam,3.0,3.0,0.0,0,0,12.713296550888554,0.4880811684691717
Aaron Garrett,Kollam,3.0,4.0,2.0,1,1,13.121773643545495,0.6761734864533394
Robert Russell,Thrissur,5.0,4.0,0.0,0,1,12.923045111441427,0.3627383208830416
Antonio Todd,Palakkad,3.0,1.0,0.0,0,0,12.953439177893221,0.7189876240383545
Karen Luna,Ernakulam,4.0,4.0,1.459320288362513,1,1,13.030940787121915,0.5750696844687256
Frank Kim,Thrissur,1.0,1.0,0.0,1,1,12.088115400950297,0.017683130783810896
Laura Anderson,Trivandrum,1.0,4.0,3.0,1,1,12.90415194317968,0.5999554019400157
Brad Chan,Ernakulam,5.0,4.0,1.0,1,1,13.14452412411095,0.5744453116289443
Ashley Chavez,Palakkad,4.0,4.0,0.0,0,1,13.112529543365143,0.9435165570297693
Elizabeth Lopez,Kollam,5.0,4.0,0.0,0,1,12.975287157801738,0.6548556137808007
Stephen Bray,Palakkad,4.0,2.0,3.0,1,1,13.076071931835784,0.7267922845356228
Bradley Williams,Trivandrum,4.0,4.0,3.0,0,0,12.839753327140434,0.36791169584123096
Matthew Hensley,Ernakulam,5.0,3.0,0.0,1,0,13.001544663736382,0.5765860185081949
Jennifer Bell,Trivandrum,1.0,4.0,0.0,0,0,12.825101161571542,0.6545434273609099
Melissa Norton,Kollam,3.0300518134715024,2.0,0.0,1,1,12.964935864619392,0.5601962314639314
Michael Ramirez,Palakkad,2.0,1.0,1.0,1,0,12.99411171387708,0.49117894420975405
Rebecca Lee,Ernakulam,5.0,4.0,1.0,1,0,13.247561396220753,0.9633849927528152
Gregory Rodriguez,Thrissur,5.0,1.0,1.0,0,1,12.505380661538464,0.1852157431151745
Brian Morrow,Palakkad,4.0,4.0,0.0,0,0,13.084402515105577,0.7702976920503959
Robert Knox,Ernakulam,3.0,2.0,3.0,0,1,13.019875908370443,0.761868658713346
Robert Mckay,Ernakulam,3.0,2.0,1.0,0,0,12.87998264739774,0.49117894420975405
Michael Padilla,Thrissur,3.0,1.0,0.0,0,0,12.522347240418705,0.42345857955178956
Scott Mcdonald,Ernakulam,3.0,1.0,0.0,1,0,12.67017307261308,0.30369048946370836
Caleb Adams,Kollam,3.0,4.0,1.0,1,0,12.583335859047743,0.015497825844575763
Kimberly Allen,Kollam,1.0,2.5510835913312695,0.0,0,1,12.829382598234636,0.6736090980042369
Jasmin Hendrix,Kollam,3.0,1.0,1.0,1,1,12.565369025501116,0.19014382874344962
Brandi Snyder,Thrissur,2.0,2.0,2.0,1,0,12.864938219444076,0.5599063440740328
Carlos Swanson,Ernakulam,3.0,2.0,0.0,0,0,12.832323220188096,0.5912364812130673
Rachel Lloyd,Trivandrum,4.0,1.0,2.0,0,0,12.829577334480247,0.6349425799977702
Amanda Kelley,Thrissur,1.0,3.0,3.0,0,0,12.832444645493608,0.5488683242278961
Katherine Anderson,Trivandrum,1.0,1.0,2.0,0,1,12.967401982369621,0.8609432489686699
Jeremy Whitney,Ernakulam,2.0,1.0,0.0,0,0,12.736581889511282,0.5677333036012934
Briana Miller,Ernakulam,2.0,3.0,3.0,1,0,13.132717923581177,0.8658044375069686
Laura Baker,Ernakulam,4.0,3.0,3.0,1,1,13.222664246611618,0.9514327126769987
Emma Wheeler,Trivandrum,4.0,1.0,1.0,1,1,12.64952697163315,0.19322109488237263
Omar Mcclure,Thrissur,4.0,3.0,0.0,0,1,12.860393495157945,0.5268591816255993
Laura Lewis,Kollam,2.0,1.0,1.0,1,1,12.606584875026535,0.36400936559259667
Bradley Edwards,Ernakulam,4.0,4.0,3.0,0,0,13.089041788552175,0.8468725610435947
Debra Walker,Palakkad,4.0,1.0,0.0,0,0,13.064117697410579,0.9344631508529381
Christopher Jones,Kollam,4.0,1.0,3.0,1,1,12.714330174561882,0.3107146839112499
James Herman,Ernakulam,2.0,1.0,0.0,1,1,13.178365208215464,0.9005017281748245
Nicole Steele,Trivandrum,4.0,2.5510835913312695,0.0,0,0,13.135428258945762,0.8171925521239827
Jonathan Diaz,Trivandrum,1.0,3.0,0.0,1,1,12.69465493028492,0.4063106254877913
Dana Davis,Kollam,5.0,1.0,0.0,1,0,13.067148572356047,0.6858066674099678
Jessica Ramirez,Trivandrum,1.0,2.0,0.0,0,1,12.91651455633781,0.7260787155758726
Lori Sandoval,Palakkad,3.0,4.0,0.0,1,1,12.799195105281726,0.3380532946816813
Daniel Mora,Palakkad,5.0,2.0,2.0,0,1,13.241856647553412,0.8828185973910135
Douglas Serrano,Thrissur,5.0,4.0,1.0,1,0,13.157811135752802,0.6526034117515889
Alexandra Holmes,Trivandrum,3.0,2.0,1.0,1,1,12.76521480703659,0.37350875236927195
Travis Andrews,Palakkad,1.0,4.0,2.0,0,0,12.710578904101554,0.6405842345857956
April Thompson,Palakkad,4.0,3.0,3.0,1,1,12.793931863355821,0.3314527818039915
Nicole Mueller,Kollam,3.0,4.0,2.0,0,1,12.645856439412604,0.23057197011929983
Douglas Herrera,Ernakulam,5.0,3.0,2.0,1,1,12.635027692086494,0.07314081837440073
Samuel Robinson,Kollam,1.0,2.0,1.0,1,1,12.585320977600759,0.31100457130114845
Sandra Dodson,Palakkad,5.0,2.0,2.0,1,0,13.167553086755882,0.8845356227004126
April Garza,Ernakulam,3.0,1.0,2.0,1,0,12.465178028684571,0.1365146616122199
Rebecca Barnes,Thrissur,4.0,3.0,1.0,1,0,12.817709969763484,0.39826067566060885
Patrick Andrade,Kollam,5.0,2.0,1.0,1,1,12.411424254765183,0.029568513769651
Frank Perez,Ernakulam,3.0,4.0,0.0,1,1,13.225564018210886,0.964499944252425
Mary Spencer,Ernakulam,5.0,4.0,1.0,0,0,12.936417701416568,0.5712788493700525
Laura Guzman,Palakkad,2.0,2.0,3.0,1,1,12.979982797388447,0.7878247296242614
Jennifer Moses,Trivandrum,4.0,2.5510835913312695,3.0,0,1,12.87774444702446,0.41665737540417
Andrew Hubbard,Kollam,5.0,4.0,2.0,1,0,13.150030546976197,0.7033783030438177
Brandon Howe,Ernakulam,4.0,2.0,1.0,1,1,12.832137672661098,0.40486118853829867
Kelsey Murphy,Trivandrum,1.0,2.0,1.459320288362513,1,1,12.815795743422985,0.49089084624818824
Eddie Nguyen,Palakkad,4.0,4.0,0.0,0,0,12.738358698150257,0.37431151744899094
Leslie Bryan,Ernakulam,1.0,3.0,0.0,1,0,12.299528106406221,0.03275727505853496
Connie Shaw,Palakkad,5.0,3.0,3.0,0,0,12.46445062917319,0.16200245289329915
Sarah Castillo,Thrissur,4.0,2.0,0.0,1,0,12.702561791348078,0.3802876574868993
Kayla Wright,Trivandrum,1.0,4.0,1.0,1,1,12.489730469043112,0.08549448099007692
Sarah Nunez,Kollam,4.0,4.0,3.0,1,0,12.686068157983588,0.01844129780354556
Marie Burns,Kollam,2.0,2.0,3.0,1,0,13.052555080691432,0.8136247073252315
Andrew Hickman,Ernakulam,5.0,3.0,2.0,0,0,12.413285413078757,0.0016278291894302466
George Brown,Ernakulam,5.0,4.0,2.0,0,0,12.77775222951842,0.3813357118965325
Veronica Taylor,Trivandrum,3.0,1.0,3.0,0,1,12.658394621623016,0.3982383766306167
David Davis,Palakkad,3.0,4.0,0.0,1,1,13.102233279695566,0.7888504850039024
Matthew Pratt,Kollam,5.0,4.0,2.0,1,1,13.188765255164155,0.7269706767755604
Thomas Thornton,Kollam,3.0,4.0,1.0,0,1,13.212456334777517,0.968268480321106
Justin Martin,Palakkad,2.0,1.0,0.0,0,1,12.063361533626528,0.21739324339391233
William Mahoney,Palakkad,3.0,2.0,0.0,1,0,12.318408159234068,0.010592039246292775
Michelle Young,Trivandrum,4.0,1.0,3.0,1,1,12.989824543458997,0.6623480878581782
Anna Roy,Trivandrum,3.0300518134715024,3.0,1.0,0,1,12.738292100543836,0.5306500167242725
Donald Johnson,Palakkad,4.0,2.0,3.0,0,0,13.054290768060534,0.7279518340952169
Joseph Meyer,Ernakulam,4.0,2.0,1.0,0,1,12.599859797633203,0.23574534507748915
Kelly Lutz,Trivandrum,1.0,1.0,3.0,0,0,12.325266862779047,0.21295573642546553
Rachel Morris,Trivandrum,5.0,2.5510835913312695,0.0,1,1,13.139512742814158,0.8047273943583455
Kelly Thomas,Kollam,4.0,4.0,2.0,0,0,12.458334436032859,0.49117894420975405
Tami Johnson,Trivandrum,4.0,1.0,0.0,1,1,12.85474878606075,0.505920392462928
Sherry Peterson,Ernakulam,4.0,1.0,0.0,1,0,12.843401202565456,0.5507637417772328
Courtney Ellis,Trivandrum,4.0,3.0,0.0,0,1,12.769705667849268,0.36722042591147286
Heidi Baker,Trivandrum,1.0,1.0,1.0,0,0,12.959477415852646,0.8834206712008029
Roger Pham,Thrissur,3.0300518134715024,1.0,2.0,1,1,13.085119411598008,0.9055413089530605
Zachary Long,Palakkad,4.0,3.0,3.0,1,0,12.99203015660054,0.630237484669417
Scott Harrison,Kollam,2.0,3.0,0.0,1,0,13.062422399350236,0.9304493254543428
Mr. Darren Elliott Jr.,Trivandrum,4.0,1.0,1.0,0,0,12.948281786652897,0.6571747128999889
Jill Shelton,Trivandrum,3.0,3.0,2.0,0,0,13.102992222210672,0.9657040918720036
John Brandt,Palakkad,4.0,3.0,3.0,0,0,12.521549149101803,0.16434385104247964
Kristin Vance,Ernakulam,3.0,4.0,3.0,0,0,13.082223920735444,0.8553461924406289
Christopher Macias,Thrissur,3.0,4.0,1.459320288362513,1,0,13.172487109120016,0.9386776675214629
Kristin Mills,Thrissur,1.0,4.0,0.0,0,1,13.127083261207693,0.9967889396811239
Kathryn Walters,Trivandrum,5.0,1.0,2.0,0,1,13.132952454710589,0.8620804994982718
Jared Underwood,Kollam,1.0,3.0,0.0,0,1,12.58998767644052,0.3343070576429925
Jennifer Erickson,Trivandrum,2.0,3.0,2.0,0,0,12.464863224290527,0.2694391793956963
Lisa Shaffer,Ernakulam,4.0,2.0,2.0,0,0,13.126335099663061,0.9693388337607315
Christina Miller,Trivandrum,1.0,4.0,2.0,1,0,12.58826557841565,0.29501616679674436
Stephanie Newton,Kollam,1.0,3.0,2.0,1,0,13.14756228131981,0.8773999331029101
Catherine Clark,Thrissur,1.0,3.0,3.0,1,0,12.592222985319612,0.20370163897870444
John Ayala,Trivandrum,2.0,3.0,1.0,0,1,12.865022635890089,0.6289441409298696
Jennifer Fowler,Kollam,3.0,4.0,0.0,1,0,12.6594365365185,0.17000780466049728
Leon Kelley,Kollam,5.0,2.0,0.0,0,0,12.238907193159447,0.019734641543092873
Matthew Hanna,Thrissur,5.0,2.0,0.0,0,0,13.110721614285781,0.7254320437060988
Michelle Harris,Ernakulam,3.0,4.0,0.0,0,1,12.805024085068146,0.5055636079830528
John Johnson,Trivandrum,1.0,2.0,2.0,0,0,12.908461440516584,0.8539859516111049
Erika Snyder,Palakkad,2.0,2.0,3.0,1,0,13.090421029373111,0.9028877243839893
Debra Smith,Kollam,1.0,1.0,1.0,1,1,12.678260980317896,0.312320214070688
Douglas Brown,Thrissur,1.0,2.0,2.0,0,1,12.33958492547205,0.2062660274278069
Kelly Thompson,Ernakulam,3.0,2.0,1.0,0,0,13.008828341208446,0.7616679674434162
Christine Smith,Trivandrum,5.0,1.0,3.0,0,0,12.763109625482448,0.43554465380755947
Nicole Evans,Ernakulam,4.0,1.0,1.0,1,0,13.083719488256088,0.9118519344408519
Heather Trujillo,Trivandrum,1.0,3.0,1.0,0,1,12.456181347214821,0.21444977143494257
Kathleen Powell,Ernakulam,3.0,2.0,2.0,0,1,12.840985630863644,0.6145166685249193
Cynthia Johnson,Ernakulam,2.0,4.0,3.0,0,1,12.480201815904735,0.2577544876797859
Robert Mason,Trivandrum,4.0,2.0,2.0,1,1,12.549843574632812,0.10297692050395807
Christina Diaz,Kollam,4.0,1.0,3.0,1,1,12.937325566931184,0.47661946705318325
Tara Bell,Ernakulam,2.0,1.0,0.0,1,0,12.511036265613948,0.10219645445423126
Jeffrey Reyes,Palakkad,5.0,2.0,0.0,0,0,12.223239694896936,0.07334150964433045
Tyler Duke,Kollam,5.0,3.0,3.0,1,0,12.812164493589005,0.4348310848478092
Laura Young,Kollam,5.0,3.0,2.0,0,0,13.036155866318818,0.6222098338722266
Jason Kim,Trivandrum,1.0,3.0,3.0,1,0,13.053652494726224,0.8096777790166128
Gabriel Davis,Ernakulam,2.0,1.0,2.0,1,0,12.443210537675217,0.24682796298361023
Savannah Hall,Palakkad,1.0,3.0,0.0,1,1,12.948676553771012,0.6520682350317762
Brian Stephens,Thrissur,2.0,3.0,3.0,1,1,12.899992227711168,0.4521797301817372
Ronald Middleton,Ernakulam,3.0,1.0,1.0,1,1,12.512460125905996,0.012019177165793288
Denise Olson MD,Kollam,3.0,1.0,2.0,0,0,12.833110605382904,0.6611439402385997
Nathan Brady,Kollam,5.0,1.0,1.0,0,0,13.07657280994313,0.7661277734418553
Dawn Kelly,Ernakulam,3.0,1.0,1.0,1,1,12.823547823786338,0.5161110491693612
Christian Alexander,Trivandrum,5.0,2.0,0.0,1,0,12.935265504149754,0.6762849816033003
Gina Wilson,Palakkad,1.0,1.0,2.0,0,0,12.655249456925596,0.5500947708774669
Sherri Mills,Thrissur,3.0,2.0,1.459320288362513,1,0,12.470979098972212,0.23384992752815256
Judith Atkinson,Kollam,5.0,3.0,3.0,0,1,13.01500090360934,0.7056751031330137
Thomas Cabrera,Palakkad,5.0,1.0,0.0,0,1,13.005530257934673,0.6551455011706991
John Sherman,Thrissur,2.0,3.0,1.0,0,1,12.772426027673195,0.6731631174043929
Andrea Lopez,Ernakulam,2.0,4.0,1.0,0,0,12.572972620212367,0.30482773999331025
Johnny Miller,Kollam,2.0,3.0,2.0,1,0,12.792147958014846,0.5969004348310849
Robert Fitzgerald,Thrissur,2.0,1.0,3.0,1,1,12.811883396276544,0.5279964321552013
Robert Maxwell,Palakkad,5.0,4.0,0.0,1,1,13.181064965493732,0.8391124986063108
Misty Davenport,Ernakulam,4.0,4.0,0.0,0,1,12.915982150069915,0.6929646560374625
John Moreno,Trivandrum,5.0,3.0,3.0,1,0,13.043517747946678,0.6163674880142714
Michael Gomez,Trivandrum,2.0,2.0,3.0,1,0,13.087766860158077,0.9620470509532836
Sara Vega,Kollam,2.0,4.0,1.0,1,1,13.12428257456672,0.8488571747129001
Mallory Ellis,Trivandrum,3.0300518134715024,2.0,1.0,1,0,13.03078719753709,0.8088750139368939
Madison Williams,Kollam,3.0,4.0,3.0,1,1,12.860484169277989,0.4084513323670421
Bianca Sherman,Palakkad,5.0,4.0,1.0,1,0,12.949596516774815,0.5012598951945592
Sarah Lopez,Palakkad,3.0300518134715024,4.0,2.0,1,1,13.194877564442741,0.7652581112721598
James Gonzalez,Kollam,3.0,3.0,0.0,1,0,12.523373457747597,0.20260898650908685
Brooke Hall,Trivandrum,4.0,3.0,2.0,1,1,12.888099979119502,0.4601181848589586
Jonathan Perez,Thrissur,4.0,3.0,0.0,0,1,12.564223095374478,0.21817370944363926
Alex Guzman,Thrissur,3.0,4.0,2.0,0,0,12.48573750333009,0.13466384212286764
Randall Lester,Palakkad,4.0,2.0,1.459320288362513,0,1,13.200976220231258,0.8857397703199912
Shawn Savage,Palakkad,1.0,2.0,1.0,0,1,12.842681325946318,0.5815141041364701
Jennifer Powell,Trivandrum,3.0,3.0,1.0,1,1,12.516107326604605,0.1725052960196232
Jennifer Rogers,Thrissur,1.0,3.0,1.0,0,1,12.499334509451494,0.41775002787378757
Kyle Wang,Thrissur,2.0,3.0,2.0,0,1,12.952440470694418,0.7171368045490021
Katherine Hernandez,Thrissur,1.0,1.0,2.0,1,0,12.887058602263243,0.6725164455346193
Kenneth Johnston,Ernakulam,1.0,3.0,2.0,0,1,12.551176663760979,0.35230237484669413
